attr_Area,attr_Area Name,attr_Count,attr_Currently Loadshedding,attr_Drive,attr_Limit,attr_Model,attr_Region,attr_Remaining,attr_Serial #,attr_Time Updated,attr_Type,attr_access_token,attr_achievement_percentage,attr_addon_updates,attr_addr,attr_all_day,attr_all_tasks,attr_apparent_temperature,attr_arch,attr_attribution,attr_auto_update,attr_available_excess_power,attr_azimuth,attr_backup_stage,attr_battery_level,attr_bodies,attr_brand,attr_calm_percentage,attr_cloud_area_fraction,attr_cloud_area_fraction_high,attr_cloud_area_fraction_low,attr_cloud_area_fraction_medium,attr_cloud_coverage,attr_cloudcover_percentage,attr_cloudless_percentage,attr_comets,attr_condition_percentage,attr_condition_plain,attr_cpu_contribution,attr_cpu_percent,attr_critical_battery,attr_current,attr_current_solar_power,attr_current_temperature,attr_date,attr_datetime,attr_deep_sky_darkness,attr_deepsky_forecast_today_dayname,attr_deepsky_forecast_today_desc,attr_deepsky_forecast_today_plain,attr_deepsky_forecast_today_precipitation_amount6,attr_deepsky_forecast_tomorrow_dayname,attr_deepsky_forecast_tomorrow_desc,attr_deepsky_forecast_tomorrow_plain,attr_deepsky_forecast_tomorrow_precipitation_amount6,attr_description,attr_detailed_status,attr_device_class,attr_device_power_consumption,attr_device_status,attr_device_trackers,attr_devices,attr_dew_point,attr_dewpoint,attr_difference_kwh,attr_disk_contribution,attr_display_precision,attr_due_today,attr_editable,attr_elevation,attr_end_time,attr_entities_processed,attr_entities_processed_count,attr_entity_id,attr_entity_picture,attr_estimated_value_zar,attr_event_type,attr_event_types,attr_failed_reason,attr_flights,attr_fog2m_area_fraction,attr_fog_area_fraction,attr_friendly_name,attr_friendly_summary,attr_ghz_advertised,attr_has_critical_updates,attr_has_date,attr_has_time,attr_host_name,attr_hour,attr_humidity,attr_hvac_modes,attr_icon,attr_id,attr_in_progress,attr_initial,attr_installed_version,attr_ip,attr_issues,attr_labels,attr_last_attempted_update,attr_last_checked,attr_last_error_message,attr_last_error_timestamp,attr_last_period,attr_last_reset,attr_last_scan,attr_last_time_reachable,attr_last_triggered,attr_last_update,attr_last_update_successful,attr_last_updated,attr_last_valid_state,attr_latest_version,attr_latitude,attr_lifted_index,attr_location,attr_location_name,attr_longitude,attr_low_battery,attr_mac,attr_max,attr_max_temp,attr_media_content_type,attr_memory_contribution,attr_memory_percent,attr_message,attr_min,attr_min_temp,attr_minute,attr_mode,attr_moon_icon,attr_moon_next_dark_night,attr_moon_next_full_moon,attr_moon_next_new_moon,attr_moon_next_rising,attr_moon_next_setting,attr_moon_phase,attr_next_date,attr_next_dawn,attr_next_dusk,attr_next_midnight,attr_next_noon,attr_next_reset,attr_next_rising,attr_next_setting,attr_night_duration_astronomical,attr_objects,attr_operating_hours,attr_options,attr_order,attr_overdue,attr_passive,attr_pattern,attr_persons,attr_power_consumption_end,attr_power_consumption_start,attr_precipitation_amount,attr_precipitation_unit,attr_pressure,attr_pressure_unit,attr_priority,attr_provider,attr_pv1_production,attr_pv1_today,attr_pv1_total,attr_pv2_production,attr_pv2_today,attr_pv2_total,attr_radius,attr_rating,attr_reason,attr_release_summary,attr_release_url,attr_restored,attr_rising,attr_second,attr_seeing,attr_seeing_percentage,attr_server_city,attr_server_code,attr_server_region,attr_skipped_version,attr_source,attr_source_type,attr_start_time,attr_state_class,attr_status,attr_status_color,attr_step,attr_suggestions,attr_sun_next_rising,attr_sun_next_rising_astro,attr_sun_next_rising_nautical,attr_sun_next_setting,attr_sun_next_setting_astro,attr_sun_next_setting_nautical,attr_supported_features,attr_target,attr_target_status,attr_target_temp_step,attr_temp_max,attr_temp_min,attr_temperature,attr_temperature_unit,attr_threshold_off,attr_threshold_on,attr_time_shift,attr_timestamp,attr_title,attr_total_devices,attr_total_updates,attr_transparency,attr_transparency_percentage,attr_unit_of_measurement,attr_update_percentage,attr_update_type,attr_updates_list,attr_user_id,attr_uv_index,attr_visibility,attr_visibility_unit,attr_volume_level,attr_weeks_remaining,attr_wind_bearing,attr_wind_gust_speed,attr_wind_speed,attr_wind_speed_unit,attr_yaml_block,domain,entity_id,state
,,,,,,,,,,,,,,,,,,,,Data retrieved from Cloudflare Speed Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,data_rate,,,,,,,,,,,,,,,,,,,,,,,,,Cloudflare Speed Test 90th percentile up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sasolburg,JNB,Free State,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mbit/s,,,,,,,,,,,,,,,sensor,sensor.cloudflare_speed_test_90th_percentile_up,91.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Provider Status (Google),,,,,,,,,,mdi:lan-check,,,,,,,,2025-10-22 11:45:33.535845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.ai_provider_status_google,connected
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Input Tokens (Google),,,,,,,,,,mdi:format-letter-starts-with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,tokens,,,,,,,,,,,,,,,sensor,sensor.max_input_tokens_google,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Output Tokens (Google),,,,,,,,,,mdi:format-letter-ends-with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,tokens,,,,,,,,,,,,,,,sensor,sensor.max_output_tokens_google,500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI Model In Use (Google),,,,,,,,,,mdi:brain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.ai_model_in_use_google,gemini-2.0-flash
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Last Error Message (Google),,,,,,,,,,mdi:alert-circle-outline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.last_error_message_google,No Error
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google AI Task,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ai_task,ai_task.google_ai_task,unknown
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google AI Conversation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conversation,conversation.google_ai_conversation,unknown
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google AI STT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stt,stt.google_ai_stt,unknown
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Google AI TTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tts,tts.google_ai_tts,unknown
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Weather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.openweathermap_weather,clear sky
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temperature,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Dew Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,sensor,sensor.openweathermap_dew_point,6.87
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temperature,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,sensor,sensor.openweathermap_temperature,20.18
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,temperature,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Feels like temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,°C,,,,,,,,,,,,,,,sensor,sensor.openweathermap_feels_like_temperature,19.35
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_speed,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Wind speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,km/h,,,,,,,,,,,,,,,sensor,sensor.openweathermap_wind_speed,6.228
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_speed,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Wind gust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,km/h,,,,,,,,,,,,,,,sensor,sensor.openweathermap_wind_gust,10.476
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind_direction,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Wind bearing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement_angle,,,,,,,,,,,,,,,,,,,,,,,,,,,,°,,,,,,,,,,,,,,,sensor,sensor.openweathermap_wind_bearing,44
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,humidity,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Humidity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,,,,,,,,,,,,sensor,sensor.openweathermap_humidity,42
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pressure,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,hPa,,,,,,,,,,,,,,,sensor,sensor.openweathermap_pressure,1021
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Cloud coverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,%,,,,,,,,,,,,,,,sensor,sensor.openweathermap_cloud_coverage,0
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,precipitation_intensity,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,mm/h,,,,,,,,,,,,,,,sensor,sensor.openweathermap_rain,0
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,precipitation_intensity,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,mm/h,,,,,,,,,,,,,,,sensor,sensor.openweathermap_snow,0
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Precipitation kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.openweathermap_precipitation_kind,None
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap UV Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,UV index,,,,,,,,,,,,,,,sensor,sensor.openweathermap_uv_index,11.91
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,distance,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Visibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,measurement,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,sensor,sensor.openweathermap_visibility,10000
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.openweathermap_condition,sunny
,,,,,,,,,,,,,,,,,,,,Data provided by OpenWeatherMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OpenWeatherMap Weather Code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.openweathermap_weather_code,800
,,,,,,,,,,,,,,,,,,19.4,,Data provided by OpenWeatherMap,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,OpenWeatherMap,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mm,1021.0,hPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,20.2,°C,,,,,,,,,,,,,,,,10.0,km,,,44,10.48,6.23,km/h,,weather,weather.openweathermap,sunny
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,FlightRadar24 Current in area,,,,,,,,,,mdi:airplane-marker,,,,,,,,,,,,,,,,,,,2025-10-22T11:54:48.061761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.flightradar24_current_in_area,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,FlightRadar24 Entered area,,,,,,,,,,mdi:airplane-check,,,,,,,,,,,,,,,,,,,2025-10-22T11:54:48.062567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.flightradar24_entered_area,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,FlightRadar24 Exited area,,,,,,,,,,mdi:airplane-remove,,,,,,,,,,,,,,,,,,,2025-10-22T11:54:48.063120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.flightradar24_exited_area,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'id': '3cc5efe4', 'flight_number': 'EK348', 'callsign': 'UAE348', 'squawk': '151', 'clicks': 236, 'airport_origin_code_iata': 'SIN', 'airport_origin_city': 'Singapore', 'airport_destination_code_iata': 'KTI', 'airport_destination_city': 'Phnom Penh', 'aircraft_code': 'B77W', 'aircraft_model': 'Boeing 777-31H(ER)', 'on_ground': None}, {'id': '3cc615b8', 'flight_number': None, 'callsign': 'CTLASS22\x04', 'squawk': '3732', 'clicks': 236, 'airport_origin_code_iata': None, 'airport_origin_city': None, 'airport_destination_code_iata': None, 'airport_destination_city': None, 'aircraft_code': 'HAWK', 'aircraft_model': 'BAe Systems Hawk 128 T.2', 'on_ground': None, 'tracked_by_device': 'FlightRadar24'}, {'id': '3cc61668', 'flight_number': 'SQ335', 'callsign': 'SIA335', 'squawk': '7557', 'clicks': 220, 'airport_origin_code_iata': 'CDG', 'airport_origin_city': 'Paris', 'airport_destination_code_iata': 'SIN', 'airport_destination_city': 'Singapore', 'aircraft_code': 'B77W', 'aircraft_model': 'Boeing 777-312(ER)', 'on_ground': None, 'tracked_by_device': 'FlightRadar24'}, {'id': '3cc627e9', 'flight_number': 'SJ72', 'callsign': 'SJY072', 'squawk': None, 'clicks': 213, 'airport_origin_code_iata': 'CGK', 'airport_origin_city': 'Jakarta', 'airport_destination_code_iata': 'PGK', 'airport_destination_city': 'Pangkal Pinang', 'aircraft_code': 'B738', 'aircraft_model': 'Boeing 737-86N', 'on_ground': None}, {'id': '3cc5c092', 'flight_number': 'SVF680', 'callsign': 'SVF680', 'squawk': '3301', 'clicks': 203, 'airport_origin_code_iata': 'TMP', 'airport_origin_city': 'Tampere', 'airport_destination_code_iata': 'QEI', 'airport_destination_city': 'Linkoping', 'aircraft_code': 'GLF4', 'aircraft_model': 'Gulfstream IV', 'on_ground': None}, {'id': '3cc61541', 'flight_number': None, 'callsign': 'CTLASS21\x04', 'squawk': '3731', 'clicks': 201, 'airport_origin_code_iata': None, 'airport_origin_city': None, 'airport_destination_code_iata': None, 'airport_destination_city': None, 'aircraft_code': 'HAWK', 'aircraft_model': 'BAe Systems Hawk 128 T.2', 'on_ground': None, 'tracked_by_device': 'FlightRadar24'}, {'id': '3cc625e1', 'flight_number': 'P8392', 'callsign': 'SRN392', 'squawk': '6023', 'clicks': 192, 'airport_origin_code_iata': 'OSL', 'airport_origin_city': 'Oslo', 'airport_destination_code_iata': 'TOS', 'airport_destination_city': 'Tromso', 'aircraft_code': 'AT75', 'aircraft_model': 'ATR 72-500(F)', 'on_ground': None}, {'id': '3cc5bbc9', 'flight_number': 'GAF13', 'callsign': 'GAF013', 'squawk': '5074', 'clicks': 184, 'airport_origin_code_iata': None, 'airport_origin_city': None, 'airport_destination_code_iata': None, 'airport_destination_city': None, 'aircraft_code': 'A400', 'aircraft_model': 'Airbus A400M Atlas', 'on_ground': None, 'tracked_by_device': 'FlightRadar24'}, {'id': '3cc618ad', 'flight_number': 'BA207', 'callsign': 'BAW3G', 'squawk': '6352', 'clicks': 184, 'airport_origin_code_iata': 'LHR', 'airport_origin_city': 'London', 'airport_destination_code_iata': 'MIA', 'airport_destination_city': 'Miami', 'aircraft_code': 'A388', 'aircraft_model': 'Airbus A380-841', 'on_ground': None}, {'id': '3cc55e41', 'flight_number': 'BA182', 'callsign': 'BAW18A', 'squawk': '7651', 'clicks': 182, 'airport_origin_code_iata': 'JFK', 'airport_origin_city': 'New York', 'airport_destination_code_iata': 'LHR', 'airport_destination_city': 'London', 'aircraft_code': 'B772', 'aircraft_model': 'Boeing 777-236(ER)', 'on_ground': None, 'tracked_by_device': 'FlightRadar24'}]",,,FlightRadar24 Most tracked,,,,,,,,,,mdi:airplane-search,,,,,,,,,,,,,,,,,,,2025-10-22T11:54:48.063987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.flightradar24_most_tracked,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,FlightRadar24 Additional tracked,,,,,,,,,,mdi:airplane,,,,,,,,,,,,,,,,,,,2025-10-22T11:54:48.064626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensor,sensor.flightradar24_additional_tracked,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,API data fetching,,,,,,,,,,mdi:connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,switch,switch.api_data_fetching,on
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FlightRadar24 Add to track,,,,,,,,,,mdi:airplane-plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,,,,,,0,,,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,text,text.flightradar24_add_to_track,
